LAST, FIRST, ID, DEBUT
Jackson,Danny,jackd001,09/11/1983
Jackson,Darrell,jackd101,06/16/1978
Jackson,Darrin,jackd002,06/17/1985
Jackson,Dick,jackd901,04/26/1995
Jackson,Edwin,jacke001,09/09/2003
Jackson,George,jackg102,08/02/1911
Jackson,Grant,jackg101,09/03/1965
Jackson,Henry,jackh101,09/13/1887
Jackson,Herby,jackc101,08/11/1905
Jackson,Jim,jackj103,04/26/1901
Jackson,John,jackj102,06/20/1933
Jackson,Ken,jackk001,09/12/1987
Jackson,Larry,jackl102,04/17/1955
Jackson,Lou,jackl101,07/23/1958
Jackson,Michael,jackm001,08/11/1986
Jackson,Mike,jackm101,05/10/1970
Jackson,Randy,jackr102,05/02/1950
Jackson,Reggie,jackr001,06/09/1967
Jackson,Ron,jackr101,06/15/1954
Jackson,Ron,jackr002,09/12/1975
Jackson,Roy Lee,jackr003,09/13/1977
Jackson,Ryan,jackr004,03/31/1998
Jackson,Sam,jacks101,05/09/1871
Jackson,Shoeless Joe,jackj101,08/25/1908
Jackson,Sonny,jacks102,09/27/1963
Jackson,Steven,jacks001,06/01/2009
Jackson,Travis,jackt101,09/27/1922
Jackson,Zach,jackz001,06/04/2006
Jacobs,Art,jacoa101,06/18/1939
Jacobs,Bucky,jacob102,06/27/1937
Jacobs,Elmer,jacoe101,04/23/1914
Jacobs,Jake,jacoj101,09/13/1960
Jacobs,Mike,jacom101,07/16/1902
Jacobs,Mike,jacom001,08/21/2005
Jacobs,Otto,jacoo101,06/13/1918
Jacobs,Ray,jacor101,04/20/1928
Jacobs,Spook,jacos101,04/13/1954
Jacobs,Tony,jacot101,09/19/1948
Jacobsen,Bucky,jacob002,07/16/2004
Jacobson,Baby Doll,jacow101,04/14/1915
Jacobson,Beany,jacob101,04/30/1904
Jacobson,Merwin,jacom102,09/08/1915
Jacobus,Larry,jacol101,07/15/1918
Jacoby,Brook,jacob001,09/13/1981
Jacoby,Harry,jacoh101,05/02/1882
Jacome,Jason,jacoj001,07/02/1994
Jacquez,Pat,jacqp101,04/18/1971
Jacquez,Thomas,jacqt001,09/09/2000
Jaeckel,Jake,jaecj101,09/19/1964
Jaeger,Charlie,jaegc101,09/09/1904
Jaeger,Joe,jaegj101,07/28/1920
Jaha,John,jahaj001,07/09/1992
Jahn,Art,jahna101,07/02/1925
Jakubauskas,Chris,jakuc001,04/08/2009
Jakucki,Sig,jakus101,08/30/1936
Jamerson,Lefty,jamel101,08/16/1924
James,Art,jamea101,04/10/1975
James,Bernie,jameb104,04/24/1929
James,Bert,jameb101,09/18/1909
James,Bill,jameb103,06/12/1911
James,Bill,jameb102,04/17/1913
James,Bob,jameb001,09/07/1978
James,Charlie,jamec102,08/02/1960
James,Chris,jamec001,04/23/1986
James,Chuck,jamec002,09/28/2005
James,Cleo,jamec101,04/15/1968
James,Delvin,jamed002,04/16/2002
James,Dion,jamed001,09/16/1983
James,Jeff,jamej102,04/13/1968
James,Johnny,jamej101,09/06/1958
James,Johnny,jamej901,08/25/1978
James,Justin,jamej001,09/02/2010
James,Lefty,jamel102,09/20/1912
James,Mike,jamem001,04/29/1995
James,Rick,jamer101,09/20/1967
James,Skip,james101,09/12/1977
Jamieson,Charlie,jamic101,09/20/1915
Janeski,Gerry,janej101,04/10/1970
Janish,Paul,janip001,05/14/2008
Janowicz,Vic,janov101,05/31/1953
Jansen,Kenley,jansk001,07/24/2010
Jansen,Larry,jansl101,04/17/1947
Jansen,Ray,jansr101,09/30/1910
Janssen,Casey,jansc001,04/27/2006
Jantzen,Heinie,janth101,06/29/1912
January,Don,janud901,04/08/1991
Janvrin,Hal,janvh101,07/09/1911
Janzen,Marty,janzm001,05/12/1996
Jaramillo,Jason,jaraj001,04/16/2009
Jaramillo,Rudy,jarar801,04/09/1990
Jarvis,Kevin,jarvk001,04/06/1994
Jarvis,Pat,jarvp101,08/04/1966
Jarvis,Ray,jarvr101,04/15/1969
Jarvis,Roy,jarvr102,04/30/1944
Jaso,John,jasoj001,09/06/2008
Jasper,Hi,jasph101,04/19/1914
Jaster,Larry,jastl101,09/17/1965
Jata,Paul,jatap101,04/19/1972
Jauss,Dave,jausd801,04/02/1997
Javery,Al,javea101,04/23/1940
Javier,Al,javia101,09/09/1976
Javier,Julian,javij101,05/28/1960
Javier,Stan,javis001,04/15/1984
Jay,Joey,jay-j101,07/21/1953
Jay,Jon,jay-j001,04/26/2010
Jean,Domingo,jeand001,08/08/1993
Jeanes,Tex,jeant101,04/20/1921
Jeffcoat,George,jeffg101,04/20/1936
Jeffcoat,Hal,jeffh101,04/20/1948
Jeffcoat,Mike,jeffm001,08/21/1983
Jefferies,Gregg,jeffg001,09/06/1987
Jeffers,Ron,jeffr901,05/01/1979
Jeffers,W. W.,jeffw901,05/05/1881
Jefferson,Jesse,jeffj101,06/23/1973
Jefferson,Reggie,jeffr001,05/18/1991
Jefferson,Stan,jeffs001,09/07/1986
Jeffress,Jeremy,jeffj001,09/01/2010
Jeffries,Irv,jeffi101,04/30/1930
Jelic,Chris,jelic001,09/30/1990
Jelincich,Frank,jelif101,09/06/1941
Jelks,Greg,jelkg001,08/20/1987
Jeltz,Steve,jelts001,07/17/1983
Jenkins,Fergie,jenkf101,09/10/1965
Jenkins,Geoff,jenkg001,04/24/1998
Jenkins,Jack,jenkj101,09/13/1962
Jenkins,Jeff,jenkj901,04/26/1995
Jenkins,Joe,jenkj102,04/30/1914
Jenkins,John,jenkj103,08/05/1922
Jenkins,Tom,jenkt101,09/15/1925
Jenks,Bobby,jenkb001,07/06/2005
Jennings,Alamazoo,jenna101,08/15/1878
Jennings,Andrew,jenna901,07/16/1873
Jennings,Bill,jennb101,07/19/1951
Jennings,Desmond,jennd002,09/01/2010
Jennings,Doug,jennd001,04/08/1988
Jennings,Hughie,jennh101,06/01/1891
Jennings,Jason,jennj001,08/23/2001
Jennings,Robin,jennr001,04/18/1996
Jensen,Jackie,jensj101,04/18/1950
Jensen,Marcus,jensm001,04/14/1996
Jensen,Ryan,jensr001,05/19/2001
Jensen,Willie,jensw101,09/10/1912
Jensen,Woody,jensw102,04/20/1931
Jepsen,Kevin,jepsk001,09/08/2008
Jerzembeck,Mike,jerzm001,08/08/1998
Jessee,Dan,jessd101,08/14/1929
Jestadt,Garry,jestg101,09/17/1969
Jester,Virgil,jestv101,06/18/1952
Jeter,Derek,jeted001,05/29/1995
Jeter,Johnny,jetej101,06/14/1969
Jeter,Shawn,jetes001,06/13/1992
Jethroe,Sam,jeths101,04/18/1950
Jevne,Fred,jevnf901,07/05/1892
Jewett,Nat,jewen101,07/04/1872
Jewett,Trent,jewet801,04/04/2000
Jimenez,Cesar,jimec002,09/11/2006
Jimenez,D'Angelo,jimed001,09/15/1999
Jimenez,Elvio,jimee101,10/04/1964
Jimenez,German,jimeg001,06/28/1988
Jimenez,Houston,jimeh001,06/13/1983
Jimenez,Jason,jimej002,06/03/2002
Jimenez,Jose,jimej001,09/09/1998
Jimenez,Juan,jimej101,09/09/1974
Jimenez,Kelvin,jimek001,04/27/2007
Jimenez,Manny,jimem101,04/11/1962
Jimenez,Miguel,jimem001,09/12/1993
Jimenez,Ubaldo,jimeu001,09/26/2006
Jimerson,Charlton,jimec001,09/14/2005
Jirschele,Mike,jirsm801,09/22/2006
Joaquin,Waldis,joaqw001,08/04/2009
Jodie,Brett,jodib001,07/20/2001
Johjima,Kenji,johjk001,04/03/2006
John,Tommy,johnt001,09/06/1963
Johns,Augie,johna101,04/16/1926
Johns,Doug,johnd003,07/08/1995
Johns,Keith,johnk001,05/23/1998
Johns,Ollie,johno102,09/24/1905
Johns,Pete,johnp101,08/25/1915
Johns,Richard,johnw901,06/27/1873
Johns,Tommy,johnt104,05/14/1873
Johnson,Abbie,johna105,09/01/1896
Johnson,Abe,johna106,07/16/1893
Johnson,Adam,johna001,07/16/2001
Johnson,Adrian,johna901,04/19/2006
Johnson,Alan,johna002,04/17/2011
Johnson,Alex,johna104,07/25/1964
Johnson,Art,johna103,09/18/1927
Johnson,Art,johna102,09/22/1940
Johnson,Bart,johnb105,09/08/1969
Johnson,Ben,johnb107,09/06/1959
Johnson,Ben,johnb003,06/26/2005
Johnson,Bill,johnb109,09/22/1916
Johnson,Bill,johnb001,09/06/1983
Johnson,Billy,johnb108,04/22/1943
Johnson,Bob,johnb102,04/12/1933
Johnson,Bob,johnb104,04/19/1960
Johnson,Bob,johnb103,09/19/1969
Johnson,Bob,johnb101,09/01/1981
Johnson,Brian,johnb002,04/05/1994
Johnson,Caleb,johnc105,05/20/1871
Johnson,Charles,johnc002,05/06/1994
Johnson,Charlie,johnc104,09/21/1908
Johnson,Chet,johnc101,09/12/1946
Johnson,Chief,johnc102,04/16/1913
Johnson,Chris,johnc003,09/09/2009
Johnson,Cliff,johnc001,09/13/1972
Johnson,Connie,johnc103,04/17/1953
Johnson,Dan,johnd004,05/27/2005
Johnson,Dane,johnd002,05/30/1994
Johnson,Darrell,johnd106,04/20/1952
Johnson,Dave,johnd104,07/02/1974
Johnson,Dave,johnd001,05/29/1987
Johnson,Davey,johnd105,04/13/1965
Johnson,Deron,johnd103,09/20/1960
Johnson,Don,johnd101,09/26/1943
Johnson,Don,johnd102,04/20/1947
Johnson,Earl,johne105,07/20/1940
Johnson,Ed,johne104,09/26/1920
Johnson,Elliot,johne002,04/05/2008
Johnson,Ellis,johnw101,09/22/1912
Johnson,Elmer,johne103,04/24/1914
Johnson,Erik,johne001,07/08/1993
Johnson,Ernie,johne102,08/05/1912
Johnson,Ernie,johne101,04/28/1950
Johnson,Footer,johnf102,06/15/1958
Johnson,Frank,johnf103,09/07/1966
Johnson,Fred,johnf101,09/27/1922
Johnson,Gary,johng001,04/26/2003
Johnson,Hank,johnh101,04/17/1925
Johnson,Howard,johnh001,04/14/1982
Johnson,Jason,johnj007,08/27/1997
Johnson,Jeff,johnj004,06/05/1991
Johnson,Jerry,johnj104,07/17/1968
Johnson,Jim,johnj105,04/13/1970
Johnson,Jim,johnj010,07/29/2006
Johnson,Jing,johnj102,06/27/1916
Johnson,Joe,johnj003,07/25/1985
Johnson,John Henry,johnj001,04/10/1978
Johnson,Johnny,johnj103,04/19/1944
Johnson,Jonathan,johnj008,09/27/1998
Johnson,Josh,johnj009,09/10/2005
Johnson,Keith,johnk002,04/17/2000
Johnson,Kelly,johnk003,05/29/2005
Johnson,Ken,johnk101,09/18/1947
Johnson,Ken,johnk102,09/13/1958
Johnson,Lamar,johnl101,05/18/1974
Johnson,Lance,johnl001,07/10/1987
Johnson,Larry,johnl103,10/03/1972
Johnson,Lefty,johnb106,06/27/1884
Johnson,Lloyd,johnl102,04/21/1934
Johnson,Lou,johnj101,09/11/1894
Johnson,Lou,johnl104,04/17/1960
Johnson,Mark,johnm901,08/07/1979
Johnson,Mark,johnm001,04/26/1995
Johnson,Mark,johnm003,09/14/1998
Johnson,Mark,johnm004,04/07/2000
Johnson,Mike,johnm101,07/25/1974
Johnson,Mike,johnm002,04/06/1997
Johnson,Nick,johnn001,08/21/2001
Johnson,Otis,johno101,04/12/1911
Johnson,Paul,johnp102,09/13/1920
Johnson,Randy,johnr101,07/05/1980
Johnson,Randy,johnr001,04/27/1982
Johnson,Randy,johnr005,09/15/1988
Johnson,Rankin,johnr104,04/20/1914
Johnson,Rankin,johnr105,04/17/1941
Johnson,Reed,johnr008,04/17/2003
Johnson,Rob,johnr009,09/04/2007
Johnson,Ron,johnr002,09/12/1982
Johnson,Rondin,johnr004,09/03/1986
Johnson,Rontrez,johnr007,03/31/2003
Johnson,Roy,johnr103,08/07/1918
Johnson,Roy,johnr102,04/18/1929
Johnson,Roy,johnr003,07/03/1982
Johnson,Russ,johnr006,04/08/1997
Johnson,Si,johns103,09/11/1928
Johnson,Spud,johns104,04/18/1889
Johnson,Stan,johns102,09/18/1960
Johnson,Steamboat,johns901,04/26/1914
Johnson,Syl,johns101,04/24/1922
Johnson,Tim,johnt102,04/24/1973
Johnson,Tom,johnt103,09/10/1974
Johnson,Tony,johnt101,09/27/1981
Johnson,Tyler,johnt002,09/06/2005
Johnson,Vic,johnv101,05/03/1944
Johnson,Wallace,johnw001,09/08/1981
Johnson,Walter,johnw102,08/02/1907
Johnson,Youngy,johny104,04/29/1897
Johnston,Charles,johnc901,04/14/1936
Johnston,Dick,johnr106,08/12/1884
Johnston,Doc,johnd107,10/03/1909
Johnston,Fred,johnf104,06/29/1924
Johnston,Greg,johng101,07/27/1979
Johnston,Jimmy,johnj107,05/03/1911
Johnston,Joel,johnj005,09/05/1991
Johnston,Johnny,johnj106,04/10/1913
Johnston,Mike,johnm005,04/07/2004
Johnston,Rex,johnr107,04/15/1964
Johnstone,Jay,johnj002,07/30/1966
Johnstone,Jim,johnj901,04/23/1902
Johnstone,John,johnj006,09/03/1993
Joiner,Roy,joinr101,04/30/1934
Jok,Stan,jok-s101,04/13/1954
Jolley,Smead,jolls101,04/17/1930
Jolly,Dave,jolld101,05/09/1953
Jones,,joneu102,07/14/1884
Jones,,joneu103,04/30/1885
Jones,Adam,jonea003,07/14/2006
Jones,Al,jonea001,08/06/1983
Jones,Alex,jonea102,09/25/1889
Jones,Andruw,jonea002,08/15/1996
Jones,Art,jonea101,04/23/1932
Jones,Barry,joneb002,07/18/1986
Jones,Bill,joneb102,05/17/1882
Jones,Bill,joneb101,06/20/1911
Jones,Binky,joneb104,04/15/1924
Jones,Bob,joneb103,04/11/1917
Jones,Bob,joneb001,10/01/1974
Jones,Bob,joneb901,04/07/1979
Jones,Bobby,joneb003,08/14/1993
Jones,Bobby,joneb004,05/18/1997
Jones,Brandon,joneb005,09/16/2007
Jones,Broadway,joneb105,07/04/1923
Jones,Bumpus,joneb106,10/15/1892
Jones,Calvin,jonec003,06/14/1991
Jones,Charley,jonec104,05/04/1875
Jones,Charlie,jonec105,06/28/1884
Jones,Charlie,jonec106,05/02/1901
Jones,Chipper,jonec004,09/11/1993
Jones,Chris,jonec001,06/08/1985
Jones,Chris,jonec002,04/21/1991
Jones,Clarence,jonec103,04/20/1967
Jones,Cleon,jonec102,09/14/1963
Jones,Cobe,jonec101,09/27/1928
Jones,Cowboy,jonec107,06/24/1898
Jones,Dale,joned106,09/07/1941
Jones,Dalton,joned102,04/17/1964
Jones,Darryl,joned105,06/06/1979
Jones,Davy,joned104,09/15/1901
Jones,Dax,joned002,07/11/1996
Jones,Deacon,joned107,09/23/1916
Jones,Deacon,joned101,09/08/1962
Jones,Dick,joned103,09/11/1926
Jones,Doug,joned001,04/09/1982
Jones,Earl,jonee102,07/06/1945
Jones,Elijah,jonee101,04/13/1907
Jones,Fielder,jonef102,04/18/1896
Jones,Frank,jonef101,07/02/1884
Jones,Garrett,joneg002,05/15/2007
Jones,Gary,joneg102,09/25/1970
Jones,Gary,joneg801,04/01/1998
Jones,Gordon,joneg101,08/06/1954
Jones,Greg,joneg001,07/30/2003
Jones,Hal,joneh103,04/25/1961
Jones,Henry,joneh104,08/20/1884
Jones,Henry,joneh102,04/22/1890
Jones,Howie,joneh101,09/05/1921
Jones,Hunter,joneh001,04/20/2009
Jones,Jack (DA),jonej107,07/09/1883
Jones,Jacque,jonej003,06/09/1999
Jones,Jake,jonej106,09/20/1941
Jones,Jason,jonej004,07/23/2003
Jones,Jeff,jonej001,04/10/1980
Jones,Jeff,jonej101,04/04/1983
Jones,Jim,jonej105,06/29/1897
Jones,Jim,jonej901,04/20/1979
Jones,Jimmy,jonej002,09/21/1986
Jones,Joe,jonej801,04/06/1987
Jones,John,jonej103,09/26/1923
Jones,Johnny,jonej104,04/24/1919
Jones,Ken,jonek101,05/19/1924
Jones,Levin,jonel101,05/14/1873
Jones,Lynn,jonel001,04/13/1979
Jones,Mack,jonem102,07/13/1961
Jones,Marcus,jonem002,07/17/2000
Jones,Mike,jonem101,08/01/1890
Jones,Mike,jonem001,09/06/1980
Jones,Mitch,jonem003,06/16/2009
Jones,Nippy,jonen101,06/09/1946
Jones,Odell,joneo001,09/11/1975
Jones,Oscar,joneo101,04/20/1903
Jones,Percy,jonep101,08/06/1920
Jones,Randy,joner101,06/16/1973
Jones,Red,joner103,04/16/1940
Jones,Red,joner901,04/18/1944
Jones,Ri,jonej102,08/13/1883
Jones,Rick,joner102,04/18/1976
Jones,Ricky,joner003,09/03/1986
Jones,Ron,joner004,08/26/1988
Jones,Ross,joner001,04/02/1984
Jones,Ruppert,joner002,08/01/1976
Jones,Sad Sam,jones104,06/13/1914
Jones,Sam,jones105,09/22/1951
Jones,Sheldon,jones103,09/09/1946
Jones,Sherman,jones102,08/02/1960
Jones,Stacy,jones001,07/30/1991
Jones,Steve,jones101,08/15/1967
Jones,Terry,jonet004,09/08/1996
Jones,Tex,jonet102,04/13/1911
Jones,Tim,jonet002,07/26/1988
Jones,Timothy,jonet101,09/04/1977
Jones,Todd,jonet003,07/07/1993
Jones,Tom,jonet103,08/25/1902
Jones,Tommy,jonet801,07/02/2004
Jones,Tracy,jonet001,04/07/1986
Jones,Willie,jonew101,09/10/1947
Jonnard,Bubber,jonnb101,10/01/1920
Jonnard,Claude,jonnc101,10/01/1921
Joost,Eddie,joose101,09/11/1936
Jorda,Lou,jordl901,04/12/1927
Jordan,Bill,jordb901,09/17/1884
Jordan,Brian,jordb001,04/08/1992
Jordan,Buck,jordb101,09/15/1927
Jordan,Charlie,jordc101,07/31/1896
Jordan,Dutch,jordd101,04/25/1903
Jordan,Harold,jordh901,10/02/1984
Jordan,Harry,jordh101,09/25/1894
Jordan,Jimmy,jordj101,04/20/1933
Jordan,Kevin,jordk001,08/08/1995
Jordan,Mike,jordm102,08/21/1890
Jordan,Milt,jordm101,04/16/1953
Jordan,Niles,jordn101,08/26/1951
Jordan,Ricardo,jordr002,06/23/1995
Jordan,Ricky,jordr001,07/17/1988
Jordan,Rip,jordr101,06/25/1912
Jordan,Scott,jords001,09/02/1988
Jordan,Slats,jords101,09/28/1901
Jordan,Tim,jordt101,08/10/1901
Jordan,Tom,jordt102,09/04/1944
Jorgens,Arndt,jorga101,04/26/1929
Jorgens,Orville,jorgo101,04/19/1935
Jorgensen,Mike,jorgm001,09/10/1968
Jorgensen,Pinky,jorgp101,09/14/1937
Jorgensen,Ryan,jorgr001,08/08/2005
Jorgensen,Spider,jorgs101,04/15/1947
Jorgensen,Terry,jorgt001,09/10/1989
Jose,Felix,josef001,09/02/1988
Jose,Victor,joseu901,08/24/1889
Joseph,Kevin,josek001,08/01/2002
Joseph,Rick,joser101,06/18/1964
Josephson,Duane,josed101,09/15/1965
Joshua,Von,joshv101,09/02/1969
Joss,Addie,jossa101,04/26/1902
Jost,Mike,jostm901,05/13/2004
Jourdan,Ted,jourt101,09/18/1916
Journell,Jimmy,jourj001,06/29/2003
Joy,Pop,joy-p101,06/03/1884
Joyce,Bill,joycb101,04/19/1890
Joyce,Bob,joycb102,05/04/1939
Joyce,C.E.,joycc901,09/19/1879
Joyce,Dick,joycd101,09/03/1965
Joyce,George,joycu101,08/14/1886
Joyce,Jim,joycj901,05/23/1987
Joyce,Matthew,joycm001,05/05/2008
Joyce,Mike,joycm101,07/02/1962
Joyner,Wally,joynw001,04/08/1986
Judd,Mike,juddm001,09/28/1997
Judd,Oscar,juddo101,04/16/1941
Judd,Ralph,juddr101,10/02/1927
Jude,Frank,judef101,07/09/1906
Juden,Jeff,judej001,09/15/1991
Judge,Joe,judgj101,09/20/1915
Judnich,Wally,judnw101,04/16/1940
Judson,Howie,judsh101,04/22/1948
Judy,Josh,judyj001,05/22/2011
Judy,Lyle,judyl101,09/17/1935
Juelich,Red,juelr101,05/30/1939
Julian,Joseph,julij901,05/02/1878
Julio,Jorge,julij001,04/26/2001
Jumonville,George,jumog101,09/13/1940
Jumper,Howard,jumph901,05/17/1979
Junge,Eric,junge001,09/11/2002
Jungels,Ken,jungk101,09/15/1937
Jurak,Ed,jurae001,06/30/1982
Jurewicz,Mike,jurem101,09/07/1965
Jurges,Billy,jurgb101,05/04/1931
Jurisich,Al,juria101,04/26/1944
Jurrjens,Jair,jurrj001,08/15/2007
Just,Joe,justj101,05/13/1944
Justice,David,justd001,05/24/1989
Justis,Walt,justw101,07/12/1905
Jutze,Skip,jutzs101,09/01/1972
Juul,Herb,juulh102,07/11/1911
Juul,Herold,juulh101,04/24/1914
Ka'aihue,Kila,kaaik001,09/04/2008
Kaat,Jim,kaatj101,08/02/1959
Kading,Jack,kadij101,09/12/1910
Kafora,Jake,kafoj101,10/05/1913
Kahdot,Ike,kahdi101,09/05/1922
Kahl,Nick,kahln101,05/02/1905
Kahle,Bob,kahlb101,04/21/1938
Kahler,George,kahlg101,08/13/1910
Kahn,Lou,kahnl801,04/13/1954
Kahn,Owen,kahno101,05/24/1930
Kahn,S.L.,kahns901,06/24/1875
Kahoe,Mike,kahom101,09/22/1895
Kainer,Don,kaind101,09/06/1980
Kaiser,Al,kaisa101,04/18/1911
Kaiser,Bob,kaisb101,09/03/1971
Kaiser,Don,kaisd101,07/20/1955
Kaiser,Jeff,kaisj001,04/11/1985
Kaiser,Ken,kaisk901,04/06/1977
Kaiserling,George,kaisg101,04/20/1914
Kalbfus,Charlie,kalbc101,04/18/1884
Kalfass,Bill,kalfb101,09/15/1937
Kalin,Frank,kalif101,09/25/1940
Kaline,Al,kalia101,06/25/1953
Kalish,Ryan,kalir001,07/31/2010
Kallio,Rudy,kallr101,04/25/1918
Kamieniecki,Scott,kamis001,06/18/1991
Kamm,Willie,kammw101,04/18/1923
Kammeyer,Bob,kammb101,07/03/1978
Kamp,Ike,kampi101,09/16/1924
Kampouris,Alex,kampa101,07/31/1934
Kane,Frank,kanef101,09/13/1915
Kane,Harry,kaneh101,08/08/1902
Kane,Jerry,kanej101,05/02/1890
Kane,Jim,kanej104,04/21/1908
Kane,John,kanej103,04/11/1907
Kane,John,kanej102,09/03/1925
Kane,Stephen,kanes901,04/14/1909
Kane,Tom,kanet101,08/03/1938
Kanehl,Rod,kaner101,04/15/1962
Kantlehner,Erv,kante101,04/17/1914
Kaplan,Al,kapla901,04/26/1995
Kapler,Gabe,kaplg001,09/20/1998
Kappel,Heinie,kapph101,05/22/1887
Kappel,Joe,kappj101,05/26/1884
Karchner,Matt,karcm001,07/18/1995
Kardow,Paul,kardp101,07/01/1936
Karger,Ed,karge101,04/15/1906
Karkovice,Ron,karkr001,08/17/1986
Karl,Andy,karla101,04/24/1943
Karl,Scott,karls001,05/04/1995
Karlon,Bill,karlb101,04/28/1930
Karns,Bill,karnb101,08/14/1901
Karnuth,Jason,karnj001,04/20/2001
Karow,Marty,karom101,06/21/1927
Karp,Ryan,karpr001,06/23/1995
Karpel,Herb,karph101,04/19/1946
Karr,Benn,karrb101,04/20/1920
Karros,Eric,karre001,09/01/1991
Karsay,Steve,karss001,08/17/1993
Karst,John,karsj101,10/06/1915
Karstens,Jeff,karsj001,08/22/2006
Kashiwada,Takashi,kasht001,05/01/1997
Kasko,Eddie,kaske101,04/18/1957
Kata,Matt,katam001,06/15/2003
Katoll,Jack,katoj101,09/09/1898
Katt,Ray,kattr101,09/16/1952
Katz,Bob,katzb101,05/12/1944
Katzenmeier,Travis,katzt901,08/09/1999
Kauff,Benny,kaufb101,04/20/1912
Kauffman,Dick,kaufd101,09/17/1914
Kaufman,Curt,kaufc001,09/10/1982
Kaufmann,Tony,kauft101,09/23/1921
Kavanagh,Charlie,kavac101,06/11/1914
Kavanagh,Leo,kaval101,04/22/1914
Kavanagh,Marty,kavam101,04/18/1914
Kavulich,Joe,kavuj901,08/25/1978
Kawakami,Kenshin,kawak001,04/11/2009
Kay,Bill,kay-b101,08/12/1907
Kaye,Justin,kayej001,05/09/2002
Kazak,Eddie,kazae101,09/29/1948
Kazanski,Ted,kazat101,06/25/1953
Kazmar,Sean,kazms002,08/13/2008
Kazmir,Scott,kazms001,08/23/2004
Keagle,Greg,keagg001,04/01/1996
Kealey,Steve,keals101,09/09/1968
Keane,Johnny,keanj801,07/06/1961
Kearney,Bob,kearb001,09/25/1979
Kearns,Austin,keara001,04/17/2002
Kearns,Teddy,keart102,10/01/1920
Kearns,Tom,keart101,08/26/1880
Kearse,Eddie,keare101,06/13/1942
Keas,Ed,kease101,08/25/1888
Keating,Bob,keatb101,08/27/1887
Keating,Chick,keatc101,09/26/1913
Keating,Ray,keatr101,09/12/1912
Keatley,Greg,keatg101,09/27/1981
Keck,Cactus,keckc101,05/26/1922
Keedy,Pat,keedp001,09/10/1985
Keefe,Bobby,keefb101,04/15/1907
Keefe,Dave,keefd101,04/21/1917
Keefe,George,keefg101,07/30/1886
Keefe,John,keefj101,04/28/1890
Keefe,Tim,keeft101,08/06/1880
Keegan,Bob,keegb101,05/24/1953
Keegan,Ed,keege101,08/24/1959
Keeler,Willie,keelw101,09/30/1892
Keeley,Burt,keelb102,04/18/1908
Keely,Bob,keelb101,07/25/1944
Keen,Bill,keenb101,08/08/1911
Keen,Vic,keenv101,08/13/1918
Keenan,Jack,keenk101,08/11/1891
Keenan,Jim,keenj104,05/17/1875
Keenan,Jimmie,keenj103,09/09/1920
Keener,Harry,keenh101,06/27/1896
Keener,Jeff,keenj101,06/08/1982
Keener,Joe,keenj102,09/18/1976
Keerl,George,keerg101,05/04/1875
Keesey,Jim,keesj101,09/06/1925
Keeton,Rickey,keetr101,05/27/1980
Keffer,Frank,kefff101,04/19/1890
Kehn,Chet,kehnc101,04/30/1942
Keifer,Katsy,keifk101,10/08/1914
Keisler,Randy,keisr001,09/10/2000
Keister,Bill,keisb101,05/20/1896
Keister,Wayne,keisw901,08/25/1978
Kekich,Mike,kekim101,06/09/1965
Kelb,George,kelbg101,04/17/1898
Keliher,Mickey,kelim101,09/10/1911
Kell,George,kellg102,09/28/1943
Kell,Skeeter,kells102,04/19/1952
Kelleher,Duke,kelld101,08/18/1916
Kelleher,Frankie,kellf103,07/18/1942
Kelleher,Hal,kellh104,09/17/1935
Kelleher,John,kellj107,07/31/1912
Kelleher,Mick,kellm101,09/01/1972
Keller,Charlie,kellc101,04/22/1939
Keller,Dave,kelld801,04/02/2001
Keller,Hal,kellh103,09/13/1949
Keller,Kris,kellk002,05/24/2002
Keller,Ron,kellr101,07/09/1966
Kellert,Frank,kellf102,04/18/1953
Kellett,Al,kella101,06/29/1923
Kellett,Red,kellr104,07/02/1934
Kelley,Dick,kelld102,04/15/1964
Kelley,Harry,kellh101,04/16/1925
Kelley,J.P.,kellj902,06/06/1879
Kelley,Joe,kellj106,07/27/1891
Kelley,Kevin,kellk901,05/28/2001
Kelley,Mike,kellm103,07/15/1899
Kelley,Shawn,kells001,04/10/2009
Kelley,Tom,kellt102,05/05/1964
Kelley,W.W.,kellw901,07/14/1877
Kelliher,Frank,kellf101,09/19/1919
Kellner,Alex,kella103,04/29/1948
Kellner,Walt,kellw101,09/06/1952
Kellogg,Al,kella102,09/25/1908
Kellogg,Bill,kellb101,04/14/1914
Kellogg,Jeff,kellj901,06/12/1991
Kellogg,Nate,kelln101,08/27/1885
Kellum,Win,kellw102,04/26/1901
Kelly,Bill,kellb105,05/04/1871
Kelly,Bill,kellb102,09/06/1920
Kelly,Billy,kellb104,05/02/1910
Kelly,Bob,kellb103,05/04/1951
Kelly,Bryan,kellb001,09/02/1986
Kelly,Charlie,kellc102,06/14/1883
Kelly,Don,kelld001,04/02/2007
Kelly,Ed,kelle101,04/14/1914
Kelly,Gene,kellg901,05/03/1979
Kelly,Herb,kellh102,09/25/1914
Kelly,High Pockets,kellg101,08/18/1915
Kelly,Jim,kellj105,04/24/1914
Kelly,Joe,kellj102,04/14/1914
Kelly,Joe,kellj101,04/13/1926
Kelly,John,kellj103,06/07/1879
Kelly,John,kellj104,04/11/1907
Kelly,Kenny,kellk001,09/07/2000
Kelly,Kick,kellk102,05/01/1879
Kelly,King,kellk101,05/01/1878
